original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1720126,172012604,OFFICE OF BH-MR SERVICES,"Sage Communications Partners, LLC",General Consultant Services,Communication Firm,7/1/2018,6/30/2019,90,100000.00,54389.44,Sage Communications Partners,1,ADVERTISED,For Profit
1620403,162040303,OFFICE OF BH-MR SERVICES,"Supportive Behavioral Resources, Inc.",Behavioral Health-MR Services,Residential Services,7/1/2018,6/30/2019,90,251788.00,100029.76,"Supportive Behavioral Resources, Inc.",1,ADVERTISED,For Profit
1720628,172062802,OFFICE OF BH-MR SERVICES,THS Consulting LLC,General Consultant Services,Consultant- Pop Health,7/1/2018,1/29/2019,0,18450.00,8200.00,THS Consulting LLC,1,ADVERTISED,For Profit
1720628,172062803,OFFICE OF BH-MR SERVICES,THS Consulting LLC,General Consultant Services,Consutant - Pop Health,1/30/2019,1/29/2020,303,20000.00,0.00,THS Consulting LLC,1,ADVERTISED,For Profit
1720317,172031703,OFFICE OF BH-MR SERVICES,Temple University,Behavioral Health-MR Services,IDS Community Services,7/1/2018,6/30/2019,90,339013.00,228010.00,Temple University,9,EXEMPT,Non Profit
1820214,182021401,OFFICE OF BH-MR SERVICES,Temple University,Behavioral Health-MR Services,Drug and Alcohol Services,7/1/2018,6/30/2019,90,500000.00,125000.00,Temple University,8,EXEMPT,Non Profit
1720368,172036802,OFFICE OF BH-MR SERVICES,Temple University Hospital,Behavioral Health-MR Services,MH Crisis Response Center,7/1/2018,6/30/2019,90,505056.00,228792.00,Temple University Hospital,9,EXEMPT,Non Profit
1720720,172072002,OFFICE OF BH-MR SERVICES,"The Wedge Medical Center, Inc",Behavioral Health-MR Services,Substance Use EI Services,7/1/2018,6/30/2019,90,120000.00,90000.00,"The Wedge Medical Center, Inc",1,ADVERTISED,For Profit
1720377,172037703,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,Drug and Alcohol Services,7/1/2018,6/30/2019,90,664970.00,305010.00,Thomas Jefferson University,9,EXEMPT,Non Profit
1720378,172037803,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,Drug and Alcohol Services,7/1/2018,6/30/2019,90,682295.00,152295.00,Thomas Jefferson University,9,EXEMPT,Non Profit
1720396,172039602,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,IDS Early Intervention,7/1/2018,6/30/2019,90,248094.00,213070.50,Thomas Jefferson University,9,EXEMPT,Non Profit
1720444,172044402,OFFICE OF BH-MR SERVICES,Trevor R Hadley,General Consultant Services,Consulting,7/1/2018,6/30/2019,90,100000.00,8910.00,Trevor R Hadley,1,ADVERTISED,For Profit
1720072,172007202,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,Drug and Alcohol Unitary,7/1/2018,6/30/2019,90,65000000.00,20473994.08,UNITARY,9,EXEMPT,unknown
1720073,172007302,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,Early Intervent Unitary,7/1/2018,6/30/2019,90,11995000.00,4326814.33,UNITARY,9,EXEMPT,unknown
1720074,172007402,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,IDS Unitary,7/1/2018,6/30/2019,90,24900000.00,7698264.86,UNITARY,9,EXEMPT,unknown
1720075,172007502,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,MH Base Unitary,7/1/2018,6/30/2019,90,189000000.00,81479443.45,UNITARY,9,EXEMPT,unknown
1720327,172032702,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,EIP  FFS Unitary,7/1/2018,6/30/2019,90,16900000.00,11714089.60,UNITARY,1,ADVERTISED,unknown
1720535,172053502,OFFICE OF BH-MR SERVICES,"University of Pennsylvania, Trustees of the",General Consultant Services,PACTS Evaluation Team,9/30/2018,9/29/2019,181,100000.00,18676.30,"University of Pennsylvania, Trustees of the",9,EXEMPT,Non Profit
1720597,172059703,OFFICE OF BH-MR SERVICES,"University of Pennsylvania, Trustees of the",General Consultant Services,Psyschosis Evaluations,7/1/2018,6/30/2019,90,198000.00,79887.00,"University of Pennsylvania, Trustees of the",9,EXEMPT,Non Profit
MPXX19000181,MPXX19000181,OFFICE OF BH-MR SERVICES,Warren Schloesser,Miscellaneous Order,MENTAL HEALTH SERVICES,9/5/2018,6/30/2019,90,1500.00,859.50,Warren Schloesser,102,EXEMPT,For Profit
MPXX19000150,MPXX19000150,OFFICE OF BH-MR SERVICES,"William S. Braveman, Esq.",Miscellaneous Order,MENTAL HEALTH SERVICES,8/1/2018,6/30/2019,90,0.00,0.00,"William S. Braveman, Esq.",102,EXEMPT,Non Profit
1720321,172032102,OFFICE OF BH-MR SERVICES,"Woods Services, Inc.",Behavioral Health-MR Services,PLF Care Services,7/1/2018,6/30/2019,90,7688904.00,3859935.01,"Woods Services, Inc.",9,EXEMPT,Non Profit
1720721,172072102,OFFICE OF BH-MR SERVICES,"Youth Advocate Programs, Inc",Behavioral Health-MR Services,Substance Use EI Services,7/1/2018,6/30/2019,90,120000.00,90000.00,"Youth Advocate Programs, Inc",1,ADVERTISED,Non Profit
MPXX19000050,MPXX19000050,OFFICE OF FLEET MANAGEMENT,"1 Source Safety & Health, Inc.",Miscellaneous Order,Health & Saftey Consultin,7/1/2018,6/30/2019,90,25000.00,13207.70,"1 Source Safety & Health, Inc.",102,EXEMPT,For Profit
MPXX19000052,MPXX19000052,OFFICE OF FLEET MANAGEMENT,3E Company Environmental Ecological Eng,Miscellaneous Order,Safety Data Sheets,7/1/2018,6/30/2019,90,5000.00,4620.00,3E Company Environmental Ecological Eng,102,EXEMPT,For Profit
MPXX19000257,MPXX19000257,OFFICE OF FLEET MANAGEMENT,All State Career,Miscellaneous Order,Welding Training,11/20/2018,6/30/2019,90,8125.00,0.00,All State Career,102,EXEMPT,For Profit
1820178,182017802,OFFICE OF FLEET MANAGEMENT,Cascor Incorporated,General Consultant Services,Warrenty Administration,7/1/2018,6/30/2019,90,50000.00,34177.10,Cascor Incorporated,1,ADVERTISED,For Profit
MPXX19000191,MPXX19000191,OFFICE OF FLEET MANAGEMENT,Compliance Management International,Miscellaneous Order,Forklift &Confined Space,9/11/2018,6/30/2019,90,5000.00,5000.00,Compliance Management International,102,EXEMPT,For Profit
MPXX19000145,MPXX19000145,OFFICE OF FLEET MANAGEMENT,"Med-Tex Services, Inc.",Miscellaneous Order,FALL PROTECTION ASSESSMEN,8/8/2018,6/30/2019,90,1750.00,1750.00,"Med-Tex Services, Inc.",102,EXEMPT,For Profit
MPXX19000111,MPXX19000111,OFFICE OF FLEET MANAGEMENT,Philadelphia Occupational Health P.C,Miscellaneous Order,Medical  Surveilance,7/18/2018,6/30/2019,90,15000.00,5940.00,Philadelphia Occupational Health P.C,102,EXEMPT,For Profit
1820326,182032601,OFFICE OF HOMELESS SERVICES,1260 Housing Development Corporation,OESS (OSHA),Housing First CH 100,7/1/2018,6/30/2019,90,237496.00,160678.00,1260 Housing Development Corporation,9,EXEMPT,Non Profit
1820587,1820587,OFFICE OF HOMELESS SERVICES,1260 Housing Development Corporation,OESS (OSHA),HOPIN II,3/1/2018,2/28/2019,0,775872.00,582678.00,1260 Housing Development Corporation,9,EXEMPT,Non Profit
1820588,1820588,OFFICE OF HOMELESS SERVICES,1260 Housing Development Corporation,OESS (OSHA),HOPIN IV,5/1/2018,4/30/2019,29,421008.00,290259.00,1260 Housing Development Corporation,9,EXEMPT,Non Profit
1820590,1820590,OFFICE OF HOMELESS SERVICES,1260 Housing Development Corporation,OESS (OSHA),CTT,6/1/2018,5/31/2019,60,193920.00,152564.00,1260 Housing Development Corporation,9,EXEMPT,Non Profit
1920366,1920366,OFFICE OF HOMELESS SERVICES,1260 Housing Development Corporation,OESS (OSHA),Perm. Supportive Housing,9/1/2018,6/30/2019,90,405975.00,0.00,1260 Housing Development Corporation,9,EXEMPT,Non Profit
1920396,1920396,OFFICE OF HOMELESS SERVICES,1260 Housing Development Corporation,OESS (OSHA),HOPIN I,12/1/2018,11/30/2019,243,817728.00,0.00,1260 Housing Development Corporation,9,EXEMPT,Non Profit
MPXX19000067,MPXX19000067,OFFICE OF HOMELESS SERVICES,1st Impreccion Salon LLC,Miscellaneous Order,Barber/Beautician Service,7/1/2018,6/30/2019,90,12000.00,5266.00,1st Impreccion Salon LLC,102,EXEMPT,For Profit
1920351,1920351,OFFICE OF HOMELESS SERVICES,"ActionAIDS, Inc. DBA Action Wellenss",OESS (OSHA),CoC Back on Track RR,10/1/2018,9/30/2019,182,184734.00,0.00,"ActionAIDS, Inc. DBA Action Wellenss",9,EXEMPT,Non Profit
1820150,182015002,OFFICE OF HOMELESS SERVICES,Acts Christian Transitional Services Inc,OESS (OSHA),EH Combo,7/1/2018,6/30/2019,90,1675693.00,1350778.34,Acts Christian Transitional Services Inc,9,EXEMPT,Non Profit
1820611,1820611,OFFICE OF HOMELESS SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),Esperanza,5/1/2018,4/30/2019,29,104280.00,86731.00,"Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit
1920344,1920344,OFFICE OF HOMELESS SERVICES,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),Escalera (CoC),10/1/2018,9/30/2019,182,72720.00,20027.00,"Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit
MPXX19000064,MPXX19000064,OFFICE OF HOMELESS SERVICES,BackOffice Thinking LLC,Miscellaneous Order,It Technology and Support,7/1/2018,6/30/2019,90,15000.00,6931.83,BackOffice Thinking LLC,102,EXEMPT,For Profit
1720284,172028402,OFFICE OF HOMELESS SERVICES,Bethesda Project Inc.,OESS (OSHA),Our Brother's Place,7/1/2018,6/30/2019,90,1588611.00,962974.12,Bethesda Project Inc.,9,EXEMPT,Non Profit
1820247,182024701,OFFICE OF HOMELESS SERVICES,Bethesda Project Inc.,OESS (OSHA),Serenity House PSH,7/1/2018,6/30/2019,90,56000.00,30973.84,Bethesda Project Inc.,9,EXEMPT,Non Profit
1820608,1820608,OFFICE OF HOMELESS SERVICES,Bethesda Project Inc.,OESS (OSHA),CoC Bainbridge,4/1/2018,3/31/2019,0,144816.00,137303.00,Bethesda Project Inc.,9,EXEMPT,Non Profit
1920240,1920240,OFFICE OF HOMELESS SERVICES,Bethesda Project Inc.,OESS (OSHA),The Well Respite,7/1/2018,6/30/2019,90,148455.00,115279.00,Bethesda Project Inc.,9,EXEMPT,Non Profit
1920420,1920420,OFFICE OF HOMELESS SERVICES,Bethesda Project Inc.,OESS (OSHA),Trinity Winter Respite,11/1/2018,4/30/2019,29,57803.00,22695.28,Bethesda Project Inc.,9,EXEMPT,Non Profit
1920431,1920431,OFFICE OF HOMELESS SERVICES,Broad Street Ministry,OESS (OSHA),Winter Initiative,12/1/2018,4/30/2019,29,206912.00,75297.95,Broad Street Ministry,9,EXEMPT,Non Profit
1820607,1820607,OFFICE OF HOMELESS SERVICES,Calcutta House,OESS (OSHA),Calcutta House Apartments,2/1/2018,1/31/2019,0,43296.00,35644.00,Calcutta House,9,EXEMPT,Non Profit
1820609,1820609,OFFICE OF HOMELESS SERVICES,Calcutta House,OESS (OSHA),Independence Place,4/1/2018,3/31/2019,0,118919.00,95536.00,Calcutta House,9,EXEMPT,Non Profit
1920340,1920340,OFFICE OF HOMELESS SERVICES,Calcutta House,OESS (OSHA),Indy Place Expansion,11/1/2018,10/31/2019,213,150896.00,25388.16,Calcutta House,9,EXEMPT,Non Profit
1920161,1920161,OFFICE OF HOMELESS SERVICES,Catholic Social Services,OESS (OSHA),E.H. Combo,7/1/2018,6/30/2019,90,335253.00,178781.00,Catholic Social Services,9,EXEMPT,Non Profit
1920173,1920173,OFFICE OF HOMELESS SERVICES,Catholic Social Services,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,217129.00,108107.00,Catholic Social Services,9,EXEMPT,Non Profit
1820589,1820589,OFFICE OF HOMELESS SERVICES,Citizens Acting Together Can Help -  CATCH,OESS (OSHA),Patriot House,5/1/2018,4/30/2019,29,62393.00,41595.44,Citizens Acting Together Can Help -  CATCH,9,EXEMPT,Non Profit
1920174,1920174,OFFICE OF HOMELESS SERVICES,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,51000.00,37712.00,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,9,EXEMPT,Non Profit
1820139,182013902,OFFICE OF HOMELESS SERVICES,Congreso De Latinos Unidos Inc,OESS (OSHA),Federal ESG RRH,7/1/2018,6/30/2019,90,513000.00,265673.85,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1920179,1920179,OFFICE OF HOMELESS SERVICES,Congreso De Latinos Unidos Inc,OESS (OSHA),DV Emergency Assistance,7/1/2018,6/30/2019,90,500000.00,286990.79,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1920415,1920415,OFFICE OF HOMELESS SERVICES,Congreso De Latinos Unidos Inc,OESS (OSHA),Prevention & Div (HTF),11/1/2018,6/30/2019,90,100000.00,0.00,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1820091,182009101,OFFICE OF HOMELESS SERVICES,Corecare Food Services Inc.,OESS (OSHA),Emeregency Food Service,7/1/2018,6/30/2019,90,688747.00,255474.23,Corecare Food Services Inc.,1,ADVERTISED,For Profit
1820246,182024601,OFFICE OF HOMELESS SERVICES,"DePaul, USA, Inc.",OESS (OSHA),Rapid Rehousing,7/1/2018,6/30/2019,90,105000.00,73950.00,"DePaul, USA, Inc.",9,EXEMPT,Non Profit
1920169,1920169,OFFICE OF HOMELESS SERVICES,"DePaul, USA, Inc.",OESS (OSHA),Tranisitional Housing,7/1/2018,6/30/2019,90,300000.00,190206.00,"DePaul, USA, Inc.",9,EXEMPT,Non Profit
1920276,1920276,OFFICE OF HOMELESS SERVICES,"DePaul, USA, Inc.",OESS (OSHA),St. Raymonds,9/1/2018,8/31/2019,152,328179.00,164377.46,"DePaul, USA, Inc.",9,EXEMPT,Non Profit
1720489,172048902,OFFICE OF HOMELESS SERVICES,Drueding Center,OESS (OSHA),New Neighbors CM,11/1/2018,10/31/2019,213,79725.00,47467.00,Drueding Center,9,EXEMPT,Non Profit
1920175,1920175,OFFICE OF HOMELESS SERVICES,Drueding Center,OESS (OSHA),T.H. Case Management,7/1/2018,6/30/2019,90,247707.00,125922.00,Drueding Center,9,EXEMPT,Non Profit
1920190,1920190,OFFICE OF HOMELESS SERVICES,Drueding Center,OESS (OSHA),Blueprint Case Management,7/1/2018,6/30/2019,90,169546.00,84491.00,Drueding Center,9,EXEMPT,Non Profit
1620061,162006106,OFFICE OF HOMELESS SERVICES,"EccoVia, Inc. dba ClientTrack",Computer and Information Svcs,Homeless Mgmt Info System,10/1/2018,9/30/2019,182,319100.00,167675.00,"EccoVia, Inc. dba ClientTrack",3,EXEMPT,For Profit
1720286,172028602,OFFICE OF HOMELESS SERVICES,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),St. Barnabas EH,7/1/2018,6/30/2019,90,810000.00,472500.00,Episcopal Comm Services of the Diocese of Pa,9,EXEMPT,Non Profit
1820314,182031401,OFFICE OF HOMELESS SERVICES,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),ECS Rapid Rehousing,7/1/2018,6/30/2019,90,400000.00,281522.44,Episcopal Comm Services of the Diocese of Pa,9,EXEMPT,Non Profit
1920212,1920212,OFFICE OF HOMELESS SERVICES,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),FAST Housing Closeout,7/1/2018,6/30/2019,90,80000.00,62565.00,Episcopal Comm Services of the Diocese of Pa,9,EXEMPT,Non Profit
1720207,172020703,OFFICE OF HOMELESS SERVICES,"Food Management Services, Inc dba Linton's Managed Services",OESS (OSHA),Riverview Food Service,7/1/2018,6/30/2019,90,765511.00,600183.00,"Food Management Services, Inc dba Linton's Managed Services",1,ADVERTISED,For Profit
1820138,182013801,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Federal ESG RRH,7/1/2018,6/30/2019,90,477508.00,287992.10,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1820359,182035901,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Prevention & Diversion,7/1/2018,6/30/2019,90,150000.00,137811.00,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1820612,1820612,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),FRP Rapid Rehousing,3/1/2018,2/28/2019,0,101800.00,79761.72,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1920304,1920304,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),RRH (Formerly TH),7/1/2018,6/30/2019,90,848810.00,514250.00,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1920331,1920331,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),FRP CoC Rapid Rehousing,10/1/2018,9/30/2019,182,611499.00,156695.59,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1920352,1920352,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Prevention & Div (HTF),11/1/2018,6/30/2019,90,350000.00,210520.00,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1920241,192024101,OFFICE OF HOMELESS SERVICES,Gaudenzia Inc,OESS (OSHA),House of Passage,7/1/2018,6/30/2019,90,1704253.00,893989.00,Gaudenzia Inc,9,EXEMPT,Non Profit
1920342,1920342,OFFICE OF HOMELESS SERVICES,Gaudenzia Inc,OESS (OSHA),Tioga Arms,8/1/2018,7/31/2019,121,310243.00,155458.80,Gaudenzia Inc,9,EXEMPT,Non Profit
1920343,1920343,OFFICE OF HOMELESS SERVICES,Gaudenzia Inc,OESS (OSHA),Shelton Court,9/1/2018,8/31/2019,152,102230.00,30842.00,Gaudenzia Inc,9,EXEMPT,Non Profit
1920165,1920165,OFFICE OF HOMELESS SERVICES,Germantown Life Enrichment Center,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,417213.00,305939.08,Germantown Life Enrichment Center,9,EXEMPT,Non Profit
1920176,1920176,OFFICE OF HOMELESS SERVICES,H.E.L.P. Social Service Corporation,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,142800.00,63635.52,H.E.L.P. Social Service Corporation,9,EXEMPT,Non Profit
1920430,1920430,OFFICE OF HOMELESS SERVICES,H.E.L.P. Social Service Corporation,OESS (OSHA),Rapid Rehousing,1/1/2019,12/31/2019,274,488571.00,64648.72,H.E.L.P. Social Service Corporation,9,EXEMPT,Non Profit
1920189,1920189,OFFICE OF HOMELESS SERVICES,Health Promotion Council of SE Pa Inc,OESS (OSHA),Nutrition Education,7/1/2018,6/30/2019,90,175000.00,64149.92,Health Promotion Council of SE Pa Inc,9,EXEMPT,Non Profit
1920451,1920451,OFFICE OF HOMELESS SERVICES,Hispanic Assoc of Contractors & Enterprises,OESS (OSHA),Architectural Serv.,1/1/2019,12/31/2019,274,117205.00,0.00,Hispanic Assoc of Contractors & Enterprises,9,EXEMPT,Non Profit
1920191,1920191,OFFICE OF HOMELESS SERVICES,Homeless Advocacy Project,OESS (OSHA),Homeless Legal Serv. SOAR,7/1/2018,6/30/2019,90,80000.00,53335.34,Homeless Advocacy Project,9,EXEMPT,Non Profit
1920280,1920280,OFFICE OF HOMELESS SERVICES,Horizon House Inc,OESS (OSHA),Journey Home,7/1/2018,6/30/2019,90,269813.00,87381.00,Horizon House Inc,9,EXEMPT,Non Profit
1920282,1920282,OFFICE OF HOMELESS SERVICES,Horizon House Inc,OESS (OSHA),Navigation Center/Cafe,7/1/2018,6/30/2019,90,498509.00,294623.00,Horizon House Inc,9,EXEMPT,Non Profit
1920283,1920283,OFFICE OF HOMELESS SERVICES,Horizon House Inc,OESS (OSHA),Randolph Court,7/1/2018,6/30/2019,90,560375.00,331541.00,Horizon House Inc,9,EXEMPT,Non Profit
MPXX19000066,MPXX19000066,OFFICE OF HOMELESS SERVICES,Jacqueline Krosnodomskie,Miscellaneous Order,Resident Mobility Class,7/3/2018,6/30/2019,90,10920.00,6230.00,Jacqueline Krosnodomskie,102,EXEMPT,For Profit
MPXX19000068,MPXX19000068,OFFICE OF HOMELESS SERVICES,Jenna Anne Hannan,Miscellaneous Order,Occupational Therapy,7/1/2018,6/30/2019,90,15960.00,8463.36,Jenna Anne Hannan,102,EXEMPT,For Profit
1820204,182020402,OFFICE OF HOMELESS SERVICES,Lutheran Settlement House,OESS (OSHA),Jane Addams Place Combo,7/1/2018,6/30/2019,90,1585370.00,993657.33,Lutheran Settlement House,9,EXEMPT,Non Profit
1920193,1920193,OFFICE OF HOMELESS SERVICES,Lutheran Settlement House,OESS (OSHA),Sheila Brown TH,7/1/2018,6/30/2019,90,67686.00,37611.75,Lutheran Settlement House,9,EXEMPT,Non Profit
1920353,1920353,OFFICE OF HOMELESS SERVICES,Lutheran Settlement House,OESS (OSHA),Prevention & Div (HTF),11/1/2018,6/30/2019,90,290000.00,197808.16,Lutheran Settlement House,9,EXEMPT,Non Profit
MPXX19000315,MPXX19000315,OFFICE OF HOMELESS SERVICES,Matthew Aronson Consulting,Miscellaneous Order,Youth Services Consultant,1/1/2019,6/30/2019,90,1500.00,0.00,Matthew Aronson Consulting,102,EXEMPT,For Profit
MPXX19000211,MPXX19000211,OFFICE OF HOMELESS SERVICES,"Mental Health Servi.for Homeless Persons, Inc dba FrontLine",Miscellaneous Order,Diversion Training Serv.,7/1/2018,6/30/2019,90,7404.00,0.00,"Mental Health Servi.for Homeless Persons, Inc dba FrontLine",102,EXEMPT,Non Profit
1820593,1820593,OFFICE OF HOMELESS SERVICES,Methodist Services,OESS (OSHA),Hope Bridge,5/1/2018,4/30/2019,29,218950.00,166855.00,Methodist Services,9,EXEMPT,Non Profit
1920170,1920170,OFFICE OF HOMELESS SERVICES,Methodist Services,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,470051.00,305012.00,Methodist Services,9,EXEMPT,Non Profit
1920298,1920298,OFFICE OF HOMELESS SERVICES,Methodist Services,OESS (OSHA),Reunification,10/1/2018,9/30/2019,182,22500.00,6083.00,Methodist Services,9,EXEMPT,Non Profit
1920150,1920150,OFFICE OF HOMELESS SERVICES,Morris Darlene,OESS (OSHA),Emergency Housing & Serv.,7/1/2018,6/30/2019,90,656947.00,440939.00,Morris Darlene,1,ADVERTISED,For Profit
1920154,1920154,OFFICE OF HOMELESS SERVICES,Mount Airy Bethesda Manor Inc. d/b/a Stenton,OESS (OSHA),E.H. Families,7/1/2018,6/30/2019,90,1656686.00,1223498.58,Mount Airy Bethesda Manor Inc. d/b/a Stenton,9,EXEMPT,Non Profit
1920281,1920281,OFFICE OF HOMELESS SERVICES,Northern Children's Services,OESS (OSHA),New Generations,9/1/2018,8/31/2019,152,80943.00,28421.00,Northern Children's Services,9,EXEMPT,Non Profit
MPXX19000208,MPXX19000208,OFFICE OF HOMELESS SERVICES,"Northwest Philadelphia Interfaith Hospitality Network, Inc.",Miscellaneous Order,Homeless Prevention Serv.,7/1/2018,6/30/2019,90,25000.00,10416.00,"Northwest Philadelphia Interfaith Hospitality Network, Inc.",102,EXEMPT,Non Profit
1820342,182034202,OFFICE OF HOMELESS SERVICES,One Day At A Time Inc.,OESS (OSHA),Encampment & Winter,7/1/2018,4/30/2019,29,207867.00,104635.00,One Day At A Time Inc.,9,EXEMPT,Non Profit
1820391,182039102,OFFICE OF HOMELESS SERVICES,"PMHCC, INC",OESS (OSHA),Shallow Rent Pilot,7/1/2018,6/30/2019,90,173376.00,27696.00,"PMHCC, INC",9,EXEMPT,Non Profit
1820223,182022301,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Housing First Units,7/1/2018,6/30/2019,90,365092.00,143476.00,Pathways To Housing PA,9,EXEMPT,Non Profit
1820597,1820597,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Samaritan Project,2/1/2018,1/31/2019,0,528260.00,425602.00,Pathways To Housing PA,9,EXEMPT,Non Profit
1920273,1920273,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Team 8,8/1/2018,6/30/2019,90,600000.00,109274.00,Pathways To Housing PA,9,EXEMPT,Non Profit
1920345,1920345,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Housing 1st & Comm Integr,9/1/2018,8/31/2019,152,975269.00,413355.00,Pathways To Housing PA,9,EXEMPT,Non Profit
1920346,1920346,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),DOEH Housing First Projec,11/1/2018,10/31/2019,213,310529.00,69139.00,Pathways To Housing PA,9,EXEMPT,Non Profit
1720297,172029702,OFFICE OF HOMELESS SERVICES,Pennsylvania Community Real Estate Corporation,OESS (OSHA),HOME/CDBG Prevention,7/1/2018,6/30/2019,90,461314.00,257410.00,Pennsylvania Community Real Estate Corporation,9,EXEMPT,Non Profit
1920194,1920194,OFFICE OF HOMELESS SERVICES,People's Emergency Center,OESS (OSHA),Spring Garden TH - GP,7/1/2018,6/30/2019,90,372487.00,219328.00,People's Emergency Center,9,EXEMPT,Non Profit
1920195,1920195,OFFICE OF HOMELESS SERVICES,People's Emergency Center,OESS (OSHA),Rowan House TH,7/1/2018,6/30/2019,90,695253.00,366886.00,People's Emergency Center,9,EXEMPT,Non Profit
1920210,1920210,OFFICE OF HOMELESS SERVICES,People's Emergency Center,OESS (OSHA),Spring Garden EH - GP,7/1/2018,6/30/2019,90,608409.00,380520.40,People's Emergency Center,9,EXEMPT,Non Profit
1920178,1920178,OFFICE OF HOMELESS SERVICES,Philabundance,OESS (OSHA),Emergency Food Program,7/1/2018,6/30/2019,90,205000.00,120982.02,Philabundance,9,EXEMPT,Non Profit
1920220,1920220,OFFICE OF HOMELESS SERVICES,Philabundance,OESS (OSHA),Hub of Hope Meal Services,7/1/2018,6/30/2019,90,281300.00,127677.80,Philabundance,9,EXEMPT,Non Profit
1920163,1920163,OFFICE OF HOMELESS SERVICES,Potter's House Mission,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,190864.00,132852.56,Potter's House Mission,9,EXEMPT,Non Profit
1820290,182029004,OFFICE OF HOMELESS SERVICES,Prevention Point Philadelphia,OESS (OSHA),Emergency Housing,7/1/2018,6/30/2019,90,1486910.00,1257371.05,Prevention Point Philadelphia,9,EXEMPT,Non Profit
1820591,1820591,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Kate's Place,5/1/2018,4/30/2019,29,268920.00,239367.00,Project H O M E Inc,9,EXEMPT,Non Profit
1820592,1820592,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),St. John Consolidated,6/1/2018,5/31/2019,60,606256.00,423281.00,Project H O M E Inc,9,EXEMPT,Non Profit
1920277,192027701,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),In Community Winter & PIT,7/1/2018,6/30/2019,90,477763.00,0.00,Project H O M E Inc,9,EXEMPT,Non Profit
1920278,1920278,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Kairos,8/1/2018,7/31/2019,121,234576.00,118638.00,Project H O M E Inc,9,EXEMPT,Non Profit
