original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1620396,162039601,LAW,T2C Ltd d/b/a TimeCycle Inc.,General Consultant Services,Subpoenas & Complaints,2/1/2017,1/31/2018,122,50000.00,49071.33,T2C Ltd d/b/a TimeCycle Inc.,01,ADVERTISED,For Profit
1720793,1720793,LAW,The Bettinger Co. Inc.,General Consultant Services,Temporaty Employement Ser,5/22/2017,8/21/2017,0,13500.00,13500.00,The Bettinger Co. Inc.,07,EXEMPT,For Profit
1720793,172079301,LAW,The Bettinger Co. Inc.,General Consultant Services,Temporary Employment,8/22/2017,11/21/2017,51,0.00,0.00,The Bettinger Co. Inc.,07,EXEMPT,For Profit
1720698,1720698,LAW,UNITARY,Legal Services,Phone Violations False Cl,2/1/2017,1/31/2018,122,0.00,0.00,UNITARY,04,EXEMPT,unknown
1720783,1720783,LAW,"Welsh & Recker, P.C.",Legal Services,Assist. Dist Attorney's O,4/18/2017,4/17/2018,198,50000.00,36976.85,"Welsh & Recker, P.C.",06,EXEMPT,For Profit
1820076,1820076,LAW,"Western Correctional  Consultants, LLC",General Consultant Services,Physician Prison Monitor,7/1/2017,6/30/2018,272,50000.00,0.00,"Western Correctional  Consultants, LLC",06,EXEMPT,For Profit
1420406,142040603,LAW,it's DONE! Courier,General Consultant Services,Subpoena & Services of Pr,3/1/2017,2/28/2018,150,0.00,0.00,it's DONE! Courier,01,ADVERTISED,For Profit
1620014,162001402,LICENSES AND INSPECTIONS,"Bell Environmental, LLC",General Consultant Services,Asbestos,7/1/2017,6/30/2018,272,65000.00,0.00,"Bell Environmental, LLC",01,ADVERTISED,For Profit
1520422,152042202,LICENSES AND INSPECTIONS,Building & Fire Code Academy,General Consultant Services,Technical training,12/1/2016,11/30/2017,60,131000.00,96428.00,Building & Fire Code Academy,01,ADVERTISED,For Profit
1720708,1720708,LICENSES AND INSPECTIONS,Optis Consulting Network Inc,General Consultant Services,Permit Optimization,1/23/2017,1/22/2018,113,275000.00,77262.50,Optis Consulting Network Inc,01,ADVERTISED,For Profit
1720814,1720814,LICENSES AND INSPECTIONS,"Portfolio Associates, Inc.",General Consultant Services,Zoning Training,5/1/2017,4/30/2018,211,76175.00,0.00,"Portfolio Associates, Inc.",01,ADVERTISED,For Profit
1620012,162001202,LICENSES AND INSPECTIONS,Synertech Incorporated,General Consultant Services,Asbestos Removal,7/1/2017,6/30/2018,272,65000.00,0.00,Synertech Incorporated,01,ADVERTISED,For Profit
1720831,1720831,LICENSES AND INSPECTIONS,The Nyman  Group,General Consultant Services,Leadership Training,6/1/2017,5/31/2018,242,88000.00,0.00,The Nyman  Group,01,ADVERTISED,For Profit
1620011,162001102,LICENSES AND INSPECTIONS,USA Environmental Management,General Consultant Services,Asbestos Surveys,7/1/2017,6/30/2018,272,65000.00,0.00,USA Environmental Management,01,ADVERTISED,For Profit
1720829,1720829,LICENSES AND INSPECTIONS,"Urban Engineers, Inc.",General Consultant Services,Osha Training,5/1/2017,4/30/2018,211,98090.00,0.00,"Urban Engineers, Inc.",01,ADVERTISED,For Profit
1620010,162001002,LICENSES AND INSPECTIONS,"WESTCHESTER ENVIRONMENTAL,  LLC",General Consultant Services,Asbestos removal,7/1/2017,6/30/2018,272,65000.00,0.00,"WESTCHESTER ENVIRONMENTAL,  LLC",01,ADVERTISED,For Profit
1620031,162003102,MANAGING DIRECTOR,Animal Care & Control Team,General Consultant Services,Animal Control Services,7/1/2017,6/30/2018,272,4069942.00,1017485.50,Animal Care & Control Team,08,EXEMPT,Non Profit
MPXX18000133,MPXX18000133,MANAGING DIRECTOR,Big Brothers Big Sisters Association,Miscellaneous Order,FGP Training,8/1/2017,6/30/2018,272,700.00,0.00,Big Brothers Big Sisters Association,102,EXEMPT,Non Profit
1720097,172009701,MANAGING DIRECTOR,Community Learning Center,General Consultant Services,myPlace Campuses,7/1/2017,6/30/2018,272,110000.00,0.00,Community Learning Center,01,ADVERTISED,Non Profit
1420472,142047203,MANAGING DIRECTOR,Community Legal Services,Legal Services,Legal Services,1/1/2017,12/31/2017,91,989482.00,0.00,Community Legal Services,01,ADVERTISED,Non Profit
1420461,142046103,MANAGING DIRECTOR,"Deaf Hearing Communication Centre, Inc",General Consultant Services,ASL Interpretation MCPD,1/1/2017,12/31/2017,91,25000.00,22154.23,"Deaf Hearing Communication Centre, Inc",07,EXEMPT,Non Profit
1620258,162025804,MANAGING DIRECTOR,Defender Association of Philadelphia,Legal Services,Legal Services,7/1/2017,6/30/2018,272,44586949.00,18577895.00,Defender Association of Philadelphia,01,ADVERTISED,Non Profit
1620213,162021301,MANAGING DIRECTOR,Direct Energy Business LLC,General Consultant Services,Electric Supply & Service,9/1/2016,8/31/2017,0,25000000.00,36331975.09,Direct Energy Business LLC,01,ADVERTISED,For Profit
1420489,142048903,MANAGING DIRECTOR,"EnerNOC, Inc",General Consultant Services,Electric Supply & Serv,4/15/2017,4/14/2018,195,220200.00,0.00,"EnerNOC, Inc",01,ADVERTISED,For Profit
1420527,142052703,MANAGING DIRECTOR,"EnergyCAP, Inc.",Computer and Information Svcs,Utility Bill Mgt Database,5/15/2017,5/14/2018,225,165995.00,0.00,"EnergyCAP, Inc.",01,ADVERTISED,For Profit
MPXX18000148,MPXX18000148,MANAGING DIRECTOR,FUSE Corps,Miscellaneous Order,Fuse Fellow,8/7/2017,6/30/2018,272,25000.00,0.00,FUSE Corps,102,EXEMPT,Non Profit
1820095,1820095,MANAGING DIRECTOR,"Geneva Worldwide, Inc.",General Consultant Services,Language Access Services,7/1/2017,6/30/2018,272,50000.00,3803.23,"Geneva Worldwide, Inc.",01,ADVERTISED,For Profit
1820097,1820097,MANAGING DIRECTOR,"Health Federation of Philadelphia, Inc",General Consultant Services,Language Access Services,7/1/2017,6/30/2018,272,30000.00,0.00,"Health Federation of Philadelphia, Inc",01,ADVERTISED,Non Profit
1520481,152048102,MANAGING DIRECTOR,Jacobs Kivitz & Drake LLC,Legal Services,PAC Legal Services,1/1/2017,12/31/2017,91,25000.00,21420.00,Jacobs Kivitz & Drake LLC,07,EXEMPT,For Profit
1720730,1720730,MANAGING DIRECTOR,Perception Institute,General Consultant Services,Bias Training,4/5/2017,4/4/2018,185,20000.00,0.00,Perception Institute,07,EXEMPT,For Profit
1620090,162009001,MANAGING DIRECTOR,"Practical Energy Solutions, Inc.",General Consultant Services,Energy & Design Services,9/1/2016,8/31/2017,0,250000.00,312369.16,"Practical Energy Solutions, Inc.",01,ADVERTISED,For Profit
MPXX18000174,MPXX18000174,MANAGING DIRECTOR,"Roberts Event Group, Inc",Miscellaneous Order,Event Management Support,8/17/2017,6/30/2018,272,25000.00,0.00,"Roberts Event Group, Inc",102,EXEMPT,For Profit
1720258,172025801,MANAGING DIRECTOR,Stoneleigh Foundation,General Consultant Services,HHS Fellowship,7/1/2017,6/30/2018,272,15000.00,0.00,Stoneleigh Foundation,07,EXEMPT,Non Profit
1620429,162042902,MANAGING DIRECTOR,Support Center for Child Advocates,Legal Services,Legal Services,7/1/2017,6/30/2018,272,869700.00,0.00,Support Center for Child Advocates,06,EXEMPT,Non Profit
1520581,152058102,MANAGING DIRECTOR,The Urban Institute,General Consultant Services,PRCD Project Evaluation,3/1/2017,9/30/2017,0,0.00,0.00,The Urban Institute,03,EXEMPT,Non Profit
1420530,142053003,MANAGING DIRECTOR,"WFGD Studio, LLC",General Consultant Services,Graphic Design Services,4/30/2017,4/29/2018,210,19405.00,0.00,"WFGD Studio, LLC",01,ADVERTISED,For Profit
1620385,162038501,MAYOR,Agency 360 (formerly DesignPD),Computer and Information Svcs,Extension of Time,12/30/2016,12/29/2017,89,0.00,0.00,Agency 360 (formerly DesignPD),01,ADVERTISED,For Profit
1720761,1720761,MAYOR-OFFICE OF COMM SCHOOLS & PRE-K,"Replica Global, LLC dba Replica",General Consultant Services,Graphic Design Services,6/1/2017,5/30/2018,241,30000.00,0.00,"Replica Global, LLC dba Replica",01,ADVERTISED,For Profit
1720791,1720791,MAYOR-OFFICE OF SUSTAINABILITY,"Azavea, Inc",General Consultant Services,Data Tool,5/17/2017,5/16/2018,227,15000.00,0.00,"Azavea, Inc",07,EXEMPT,For Profit
1620511,162051101,MAYOR-OFFICE OF SUSTAINABILITY,"ICF Resources, LLC",General Consultant Services,Energy Consulting &Design,6/15/2017,6/14/2018,256,100000.00,0.00,"ICF Resources, LLC",01,ADVERTISED,For Profit
1720637,1720637,MAYOR-OFFICE OF SUSTAINABILITY,Langan Engineering & Environmental Services,Architect and Engineer Svcs,Environmental Site Assess,3/1/2017,2/28/2018,150,100000.00,0.00,Langan Engineering & Environmental Services,01,ADVERTISED,For Profit
MPXX18000014,MPXX18000014,MAYOR-OFFICE OF THE CHIEF ADM OFFICER,A J Fanelli,Miscellaneous Order,Hearing Master,7/1/2017,6/30/2018,272,20000.00,3320.00,A J Fanelli,102,EXEMPT,For Profit
MPXX18000015,MPXX18000015,MAYOR-OFFICE OF THE CHIEF ADM OFFICER,Dominic Cermele,Miscellaneous Order,Hearing Master,7/1/2017,6/30/2018,272,20000.00,0.00,Dominic Cermele,102,EXEMPT,For Profit
MPXX18000063,MPXX18000063,MAYOR-OFFICE OF THE CHIEF ADM OFFICER,"John J. O'Connor, Jr.",Miscellaneous Order,Hearing Master,7/1/2017,6/30/2018,272,20000.00,0.00,"John J. O'Connor, Jr.",102,EXEMPT,For Profit
1820035,1820035,MAYORS OFFICE COMMUNITY SRV.,"Center for Employment Opportunities, Inc.",General Consultant Services,Workforce Training,7/1/2017,12/31/2017,91,50000.00,16867.80,"Center for Employment Opportunities, Inc.",09,EXEMPT,Non Profit
MPXX18000098,MPXX18000098,MAYORS OFFICE COMMUNITY SRV.,"Cheryl Weiss & Associates, LLC",Miscellaneous Order,Place Based Consultant,7/24/2017,6/30/2018,272,8727.75,5391.81,"Cheryl Weiss & Associates, LLC",102,EXEMPT,For Profit
1720769,1720769,MAYORS OFFICE COMMUNITY SRV.,Clarifi,General Consultant Services,Enhancing Savings,1/3/2017,12/31/2017,91,32000.00,0.00,Clarifi,09,EXEMPT,Non Profit
1720839,1720839,MAYORS OFFICE COMMUNITY SRV.,Economy League of Greater Philadelphia,General Consultant Services,Workforce Strategy,6/1/2017,9/30/2017,0,20000.00,0.00,Economy League of Greater Philadelphia,09,EXEMPT,Non Profit
MPXX18000193,MPXX18000193,MAYORS OFFICE COMMUNITY SRV.,"GDLoft, LLC",Miscellaneous Order,Childcare Guide,9/1/2017,6/30/2018,272,5000.00,0.00,"GDLoft, LLC",102,EXEMPT,For Profit
1720559,1720559,MAYORS OFFICE COMMUNITY SRV.,JEVS Human Services,General Consultant Services,Work Ready Program,10/1/2016,9/30/2017,0,7425741.00,6717788.00,JEVS Human Services,09,EXEMPT,Non Profit
MPXX18000187,MPXX18000187,MAYORS OFFICE COMMUNITY SRV.,"JPG Photography, LLC",Miscellaneous Order,Photograpy Services,7/1/2017,6/30/2018,272,7670.00,0.00,"JPG Photography, LLC",102,EXEMPT,For Profit
1720796,1720796,MAYORS OFFICE COMMUNITY SRV.,"Mighty Engine, Inc.",General Consultant Services,Outreach & Communications,6/1/2017,12/31/2017,91,32000.00,0.00,"Mighty Engine, Inc.",01,ADVERTISED,For Profit
1720661,1720661,MAYORS OFFICE COMMUNITY SRV.,Pennsylvania Department of Transportation,Inter-Governmental Agreements,ID Philly Project,1/1/2017,12/31/2017,91,200000.00,35000.00,Pennsylvania Department of Transportation,08,EXEMPT,Non Profit
MPXX18000016,MPXX18000016,MAYORS OFFICE COMMUNITY SRV.,Rich Tolsma Productions,Miscellaneous Order,Informational videos,7/1/2017,6/30/2018,272,15472.00,4764.00,Rich Tolsma Productions,102,EXEMPT,For Profit
1720372,1720372,OFFICE OF ARTS & CULTURE,"Materials Conservation Collaborative, LLC",General Consultant Services,Sculpture Conservation,9/15/2016,9/14/2017,0,661925.00,368043.50,"Materials Conservation Collaborative, LLC",01,ADVERTISED,For Profit
1720662,172066201,OFFICE OF ARTS & CULTURE,Moorland Studios Inc.,General Consultant Services,William Penn Statue,4/1/2017,3/31/2018,181,290600.00,178000.00,Moorland Studios Inc.,01,ADVERTISED,For Profit
1520240,152024003,OFFICE OF ARTS & CULTURE,Philadelphia Cultural Fund Inc.,General Consultant Services,Fund Art Organizations,7/1/2017,6/30/2018,272,3140000.00,0.00,Philadelphia Cultural Fund Inc.,08,EXEMPT,Non Profit
1520151,152015104,OFFICE OF ARTS & CULTURE,Philadelphia Industrial Development Corporation,General Consultant Services,Consulting Services,7/1/2017,6/30/2018,272,459900.00,0.00,Philadelphia Industrial Development Corporation,08,EXEMPT,Non Profit
1520419,152041902,OFFICE OF BH-MR SERVICES,CBH - Community Behavioral Health,Behavioral Health-MR Services,Behavioral Health Service,1/1/2017,12/31/2017,91,1282000000.00,179309853.69,CBH - Community Behavioral Health,08,EXEMPT,Non Profit
MPXX18000059,MPXX18000059,OFFICE OF BH-MR SERVICES,Centre County Mental Health/Mental Retardation-Drug &Alcohol,Miscellaneous Order,MENTAL HEALTH SERVICES,7/1/2017,6/30/2018,272,14500.00,2775.00,Centre County Mental Health/Mental Retardation-Drug &Alcohol,103,EXEMPT,Non Profit
1720618,1720618,OFFICE OF BH-MR SERVICES,MEE Productions Inc,General Consultant Services,Consultant - Pop. Health,1/30/2017,1/29/2018,120,50145.00,4055.75,MEE Productions Inc,01,ADVERTISED,For Profit
1720605,1720605,OFFICE OF BH-MR SERVICES,"Mitchell & Titus, LLP",Accounting and Auditing Svcs,Audit/Accounting,1/1/2017,12/31/2017,91,150000.00,129500.00,"Mitchell & Titus, LLP",01,ADVERTISED,For Profit
MPXX18000088,MPXX18000088,OFFICE OF BH-MR SERVICES,Montgomery County -Pennsylvania,Miscellaneous Order,MENTAL HEALTH SERVICES,7/1/2017,6/30/2018,272,30000.00,3500.00,Montgomery County -Pennsylvania,103,EXEMPT,Non Profit
1720635,1720635,OFFICE OF BH-MR SERVICES,"PMHCC, INC",Behavioral Health-MR Services,Forensic Support Services,12/1/2016,11/30/2017,60,500000.00,0.00,"PMHCC, INC",09,EXEMPT,Non Profit
1620058,162005803,OFFICE OF BH-MR SERVICES,"Patricia A. Griffin, Ph.D.",General Consultant Services,BH&Criminal Justice Coord,7/1/2017,6/30/2018,272,90000.00,0.00,"Patricia A. Griffin, Ph.D.",01,ADVERTISED,For Profit
1620114,162011402,OFFICE OF BH-MR SERVICES,"Paul E. Poplawski, Ph.D., LLC",General Consultant Services,BH System Transformation,7/1/2017,6/30/2018,272,125000.00,825.00,"Paul E. Poplawski, Ph.D., LLC",01,ADVERTISED,For Profit
1720582,1720582,OFFICE OF BH-MR SERVICES,Public Health Management Corporation,Behavioral Health-MR Services,Drug and Alcohol Services,10/1/2016,9/30/2017,0,439025.00,128816.03,Public Health Management Corporation,09,EXEMPT,Non Profit
1720628,1720628,OFFICE OF BH-MR SERVICES,THS Consulting LLC,General Consultant Services,Consultant - Pop. Health,1/30/2017,1/29/2018,120,32000.00,1550.00,THS Consulting LLC,01,ADVERTISED,For Profit
1720396,172039601,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,IDS Early Intervention,7/1/2017,6/30/2018,272,248094.00,0.00,Thomas Jefferson University,09,EXEMPT,Non Profit
1720073,172007301,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,Early Intervent Unitary,7/1/2017,6/30/2018,272,10500000.00,996924.11,UNITARY,09,EXEMPT,unknown
1720074,172007401,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,IDS Base Unitary,7/1/2017,6/30/2018,272,24352000.00,5508621.00,UNITARY,09,EXEMPT,unknown
1720075,172007501,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,MH Base Unitary,7/1/2017,6/30/2018,272,175000000.00,35479502.37,UNITARY,09,EXEMPT,unknown
1720327,172032701,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary,7/1/2017,6/30/2018,272,16101250.00,1594608.27,UNITARY,01,ADVERTISED,unknown
1320657,132065704,OFFICE OF BH-MR SERVICES,"University of Pennsylvania, Trustees of the",General Consultant Services,PACTS Evaluation Team,9/30/2016,8/29/2017,0,2500.00,0.00,"University of Pennsylvania, Trustees of the",09,EXEMPT,Non Profit
1720535,1720535,OFFICE OF BH-MR SERVICES,"University of Pennsylvania, Trustees of the",General Consultant Services,PACTS Evaluation Team,9/30/2016,9/29/2017,0,100000.00,72599.80,"University of Pennsylvania, Trustees of the",09,EXEMPT,Non Profit
MPXX18000131,MPXX18000131,OFFICE OF FLEET MANAGEMENT,"1 Source Safety & Health, Inc.",Miscellaneous Order,Health & Safety Consultin,8/1/2017,6/30/2018,272,25000.00,0.00,"1 Source Safety & Health, Inc.",102,EXEMPT,For Profit
MPXX18000106,MPXX18000106,OFFICE OF FLEET MANAGEMENT,Cascor Incorporated,Miscellaneous Order,Warranty Administration,7/24/2017,6/30/2018,272,30000.00,21615.38,Cascor Incorporated,102,EXEMPT,For Profit
1720181,1720181,OFFICE OF HOUSING & COMMUNITY DEV,Affordable Housing Centers of Pennsylvania,Housing & Economic Development,Housing Counseling,8/1/2016,7/31/2017,0,173900.00,173900.00,Affordable Housing Centers of Pennsylvania,09,EXEMPT,Non Profit
1720349,1720349,OFFICE OF HOUSING & COMMUNITY DEV,"Greater Philadelphia Asian Social Services Center, Inc.",Housing & Economic Development,Housing Counseling,8/1/2016,7/31/2017,0,78000.00,78000.00,"Greater Philadelphia Asian Social Services Center, Inc.",09,EXEMPT,Non Profit
1720172,1720172,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,Housing Counseling,8/1/2016,7/31/2017,0,266170.00,193255.00,"Northwest Counseling Service, Inc.",09,EXEMPT,Non Profit
1720189,1720189,OFFICE OF HOUSING & COMMUNITY DEV,Senior Law Center,Housing & Economic Development,Legal Assistance,8/1/2016,7/31/2017,0,50000.00,50000.00,Senior Law Center,09,EXEMPT,Non Profit
1720195,1720195,OFFICE OF HOUSING & COMMUNITY DEV,United Communities Southeast Philadelphia,Housing & Economic Development,Housing Counseling,8/1/2016,7/31/2017,0,143820.00,143127.00,United Communities Southeast Philadelphia,09,EXEMPT,Non Profit
1720196,1720196,OFFICE OF HOUSING & COMMUNITY DEV,Urban League of Philadelphia,Housing & Economic Development,Housing Counseling,8/1/2016,7/31/2017,0,186500.00,167277.00,Urban League of Philadelphia,09,EXEMPT,Non Profit
1720142,172014201,OFFICE OF PROPERTY ASSESSMENTS,"Doyle Real Estate Advisors, LLC",General Consultant Services,Chief Asssessment Consult,7/1/2017,6/30/2018,272,0.00,0.00,"Doyle Real Estate Advisors, LLC",01,ADVERTISED,For Profit
1720461,1720461,OFFICE OF PROPERTY ASSESSMENTS,RCDH of Pennsylvania Inc. d/b/a  A.R. Hughes & Company,General Consultant Services,Commercial Appraisal Cons,10/25/2016,10/24/2017,23,350000.00,134831.20,RCDH of Pennsylvania Inc. d/b/a  A.R. Hughes & Company,01,ADVERTISED,For Profit
MPXX18000178,MPXX18000178,OFFICE OF PROPERTY ASSESSMENTS,Robert J Gloudemans,Miscellaneous Order,Mass Appraisal,8/23/2017,6/30/2018,272,29500.00,0.00,Robert J Gloudemans,102,EXEMPT,For Profit
1720584,1720584,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),HOPIN I,12/1/2016,11/30/2017,60,817728.00,477008.00,1260 Housing Development Corporation,09,EXEMPT,Non Profit
1720685,1720685,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),HOPIN II,3/1/2017,2/28/2018,150,775872.00,262124.00,1260 Housing Development Corporation,09,EXEMPT,Non Profit
1720808,1720808,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),HOPIN IV,5/1/2017,4/30/2018,211,429600.00,71600.00,1260 Housing Development Corporation,09,EXEMPT,Non Profit
1720823,1720823,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CTT,6/1/2017,5/31/2018,242,205200.00,17100.00,1260 Housing Development Corporation,09,EXEMPT,Non Profit
1820150,1820150,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),EH & Expand. Cap. Combo,7/1/2017,6/30/2018,272,1442324.00,385041.00,Acts Christian Transitional Services Inc,09,EXEMPT,Non Profit
1720592,1720592,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),CoC Escalera,10/1/2016,9/30/2017,0,72720.00,72720.00,"Asociacion Puertorriquenos En Marcha, Inc.",09,EXEMPT,Non Profit
1720811,1720811,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),Esperanza,5/1/2017,4/30/2018,211,104280.00,38137.00,"Asociacion Puertorriquenos En Marcha, Inc.",09,EXEMPT,Non Profit
MPXX18000184,MPXX18000184,OFFICE OF SUPPORTIVE HOUSING,BackOffice Thinking LLC,Miscellaneous Order,IT Technology and Support,7/1/2017,6/30/2018,272,15000.00,0.00,BackOffice Thinking LLC,102,EXEMPT,For Profit
1720284,172028401,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),"Our Brother""s Place",7/1/2017,6/30/2018,272,1588611.00,301497.00,Bethesda Project Inc.,09,EXEMPT,Non Profit
1720806,1720806,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),CoC Bainbridge,4/1/2017,3/31/2018,181,144816.00,36204.00,Bethesda Project Inc.,09,EXEMPT,Non Profit
1820247,1820247,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),Serenity Hse PSH,7/1/2017,6/30/2018,272,56000.00,0.00,Bethesda Project Inc.,09,EXEMPT,Non Profit
MPXX18000150,MPXX18000150,OFFICE OF SUPPORTIVE HOUSING,"Bijan Etemad, M.D.",Miscellaneous Order,Resident Psychiatric Serv,7/1/2017,6/30/2018,272,16000.00,0.00,"Bijan Etemad, M.D.",102,EXEMPT,For Profit
1720693,1720693,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),Calcutta Apartments,2/1/2017,1/31/2018,122,43296.00,16770.00,Calcutta House,09,EXEMPT,Non Profit
1720807,1720807,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),Independence Place,4/1/2017,3/31/2018,181,118919.00,20730.00,Calcutta House,09,EXEMPT,Non Profit
1820259,1820259,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),Serenity Court,7/1/2017,6/30/2018,272,180959.00,0.00,Calcutta House,09,EXEMPT,Non Profit
1520155,152015503,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),Emerg. Housing Singles,7/1/2017,6/30/2018,272,335253.00,0.00,Catholic Social Services,09,EXEMPT,Non Profit
1520217,152021703,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),CoC related TH,7/1/2017,6/30/2018,272,217129.00,0.00,Catholic Social Services,09,EXEMPT,Non Profit
1720805,1720805,OFFICE OF SUPPORTIVE HOUSING,Citizens Acting Together Can Help -  CATCH,OESS (OSHA),CoC Patriot House,5/1/2017,4/30/2018,211,62393.00,0.00,Citizens Acting Together Can Help -  CATCH,09,EXEMPT,Non Profit
1520210,152021003,OFFICE OF SUPPORTIVE HOUSING,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,OESS (OSHA),CoC related TH,7/1/2017,6/30/2018,272,51000.00,0.00,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,09,EXEMPT,Non Profit
1520207,152020703,OFFICE OF SUPPORTIVE HOUSING,Congreso De Latinos Unidos Inc,OESS (OSHA),DV Emergency Assistance,7/1/2017,6/30/2018,272,500000.00,46128.00,Congreso De Latinos Unidos Inc,09,EXEMPT,Non Profit
1820139,1820139,OFFICE OF SUPPORTIVE HOUSING,Congreso De Latinos Unidos Inc,OESS (OSHA),Federal ESG Rapid R/H,7/1/2017,6/30/2018,272,313775.00,78444.00,Congreso De Latinos Unidos Inc,09,EXEMPT,Non Profit
1820091,1820091,OFFICE OF SUPPORTIVE HOUSING,Corecare Food Services Inc.,OESS (OSHA),Emergency Food Service,7/1/2017,6/30/2018,272,652953.00,174163.67,Corecare Food Services Inc.,01,ADVERTISED,For Profit
1820241,1820241,OFFICE OF SUPPORTIVE HOUSING,Corporation for Supportive Housing,OESS (OSHA),Strategic Plan for OHS,7/1/2017,6/30/2018,272,99961.00,0.00,Corporation for Supportive Housing,01,ADVERTISED,Non Profit
1520162,152016203,OFFICE OF SUPPORTIVE HOUSING,"DePaul, USA, Inc.",OESS (OSHA),Transitional Housing,7/1/2017,6/30/2018,272,300000.00,55819.00,"DePaul, USA, Inc.",01,ADVERTISED,Non Profit
1720350,1720350,OFFICE OF SUPPORTIVE HOUSING,"DePaul, USA, Inc.",OESS (OSHA),St. Raymond's House,9/1/2016,8/31/2017,0,328179.00,296584.00,"DePaul, USA, Inc.",09,EXEMPT,Non Profit
1820246,1820246,OFFICE OF SUPPORTIVE HOUSING,"DePaul, USA, Inc.",OESS (OSHA),Rapid Rehousing,7/1/2017,6/30/2018,272,105000.00,21893.00,"DePaul, USA, Inc.",09,EXEMPT,Non Profit
1520195,152019504,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),Blue Print CM,7/1/2017,6/30/2018,272,249546.00,0.00,Drueding Center,09,EXEMPT,Non Profit
1520322,152032203,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),CoC related TH,7/1/2017,6/30/2018,272,247707.00,0.00,Drueding Center,09,EXEMPT,Non Profit
1720489,1720489,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),New Neighbors,11/1/2016,10/31/2017,30,79725.00,37788.00,Drueding Center,09,EXEMPT,Non Profit
1620061,162006103,OFFICE OF SUPPORTIVE HOUSING,"EccoVia, Inc. dba ClientTrack",Computer and Information Svcs,Homless Management Info.,10/1/2016,9/30/2017,0,430500.00,394987.60,"EccoVia, Inc. dba ClientTrack",03,EXEMPT,For Profit
1720286,172028601,OFFICE OF SUPPORTIVE HOUSING,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),Emergency Housing,7/1/2017,6/30/2018,272,810000.00,0.00,Episcopal Comm Services of the Diocese of Pa,09,EXEMPT,Non Profit
1720207,172020702,OFFICE OF SUPPORTIVE HOUSING,"Food Management Services, Inc dba Linton's Managed Services",OESS (OSHA),Riverview Food Service,7/1/2017,6/30/2018,272,762511.00,122658.69,"Food Management Services, Inc dba Linton's Managed Services",01,ADVERTISED,For Profit
1520164,152016404,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Rapid Rehou (formerly TH),7/1/2017,6/30/2018,272,848810.00,84880.00,"Friends Rehabilitation Programs, Inc.",01,ADVERTISED,Non Profit
1720347,1720347,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Assisted Living II,8/1/2016,7/31/2017,0,323748.00,296768.98,"Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1720549,1720549,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),COC Rapid Rehousing Proje,10/1/2016,9/30/2017,0,609135.00,415335.11,"Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
